Search keyword report
"August 8, 2020 - August 14, 2020"
Device,Keyword status,Keyword,Campaign,Ad group,Currency code,Status,Max. CPC,Impr.,Impr. (Top) %,Search impr. share,Search top IS,Cost,Clicks,Conversions,Click share,Match type,Search exact match IS,Search lost top IS (rank)
Computers,Enabled, +FLEET +ROUTE,M7M2-FLEET,b--c-fleet route-Google,USD,Campaign paused,28.60,10,90.00%,71.43%,64.29%,5.09,1,0.00,71.55%,Broad match, --,35.71%
TV screens,Enabled, +FLEET +ROUTE,M7M2-FLEET,b--c-fleet route-Google,USD,Campaign paused,28.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +FLEET +ROUTE,M7M2-FLEET,b--c-fleet route-Google,USD,Campaign paused,28.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +FLEET +ROUTE,M7M2-FLEET,b--c-fleet route-Google,USD,Campaign paused,28.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +FLEET +ROUTE,M7M2-FLEET,b--c-fleet route-Google,USD,Campaign paused,28.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled,[FLEET TRACKING],M7M2-FLEET,e--c-fleet tracking-Google,USD,Campaign paused,37.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[FLEET TRACKING],M7M2-FLEET,e--c-fleet tracking-Google,USD,Campaign paused,37.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[FLEET TRACKING],M7M2-FLEET,e--c-fleet tracking-Google,USD,Campaign paused,37.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[FLEET TRACKING],M7M2-FLEET,e--c-fleet tracking-Google,USD,Campaign paused,37.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[FLEET TRACKING],M7M2-FLEET,e--c-fleet tracking-Google,USD,Campaign paused,37.50,13,69.23%,24.07%,16.67%,36.84,1,0.00,10.29%,Exact match, --,83.33%
Computers,Enabled, +FLEET +TRACKING,M7M2-FLEET,b--c-fleet tracking-Google,USD,Campaign paused,30.00,162,91.98%,70.43%,64.78%,26.53,1,0.00,26.96%,Broad match, --,35.22%
Tablets,Enabled, +FLEET +TRACKING,M7M2-FLEET,b--c-fleet tracking-Google,USD,Campaign paused,30.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +FLEET +TRACKING,M7M2-FLEET,b--c-fleet tracking-Google,USD,Campaign paused,30.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +FLEET +TRACKING,M7M2-FLEET,b--c-fleet tracking-Google,USD,Campaign paused,30.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +FLEET +TRACKING,M7M2-FLEET,b--c-fleet tracking-Google,USD,Campaign paused,30.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +FLEET +TRACKER,M7M2-FLEET,b--c-fleet tracker-Google,USD,Campaign paused,30.60,66,81.82%,44.00%,36.24%,24.83,1,1.00,34.30%,Broad match, --,63.76%
TV screens,Enabled, +FLEET +TRACKER,M7M2-FLEET,b--c-fleet tracker-Google,USD,Campaign paused,30.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +FLEET +TRACKER,M7M2-FLEET,b--c-fleet tracker-Google,USD,Campaign paused,30.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +FLEET +TRACKER,M7M2-FLEET,b--c-fleet tracker-Google,USD,Campaign paused,30.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +FLEET +TRACKER,M7M2-FLEET,b--c-fleet tracker-Google,USD,Campaign paused,30.60,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--c-trailer tracking device-Google,USD,Campaign paused,41.80,15,86.67%,83.33%,76.47%,122.93,3,0.00,81.59%,Exact match, --,23.53%
Other,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--c-trailer tracking device-Google,USD,Campaign paused,41.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--c-trailer tracking device-Google,USD,Campaign paused,41.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--c-trailer tracking device-Google,USD,Campaign paused,41.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--c-trailer tracking device-Google,USD,Campaign paused,41.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TRAILER TRACKER DEVICE],M7M2-OTHERS,e--c-trailer tracker device-Google,USD,Campaign paused,62.10,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TRAILER TRACKER DEVICE],M7M2-OTHERS,e--c-trailer tracker device-Google,USD,Campaign paused,62.10,25,92.00%,92.59%,88.46%,119.66,2,0.00,61.97%,Exact match, --,11.54%
Mobile phones,Enabled,[TRAILER TRACKER DEVICE],M7M2-OTHERS,e--c-trailer tracker device-Google,USD,Campaign paused,62.10,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TRAILER TRACKER DEVICE],M7M2-OTHERS,e--c-trailer tracker device-Google,USD,Campaign paused,62.10,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TRAILER TRACKER DEVICE],M7M2-OTHERS,e--c-trailer tracker device-Google,USD,Campaign paused,62.10,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--c-trailer gps-Google,USD,Campaign paused,11.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--c-trailer gps-Google,USD,Campaign paused,11.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--c-trailer gps-Google,USD,Campaign paused,11.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--c-trailer gps-Google,USD,Campaign paused,11.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--c-trailer gps-Google,USD,Campaign paused,11.70,53,58.49%,60.92%,36.47%,36.79,4,0.00,27.83%,Broad match, --,63.53%
Computers,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--m-dispatch software-Google,USD,Campaign paused,19.32,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--m-dispatch software-Google,USD,Campaign paused,19.32,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--m-dispatch software-Google,USD,Campaign paused,19.32,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--m-dispatch software-Google,USD,Campaign paused,19.32,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--m-dispatch software-Google,USD,Campaign paused,19.32,74,61.97%,50.71%,32.35%,23.12,2,0.00,19.54%,Broad match, --,67.65%
Mobile phones,Enabled, +ROUTING +SOFTWARE,M7M2-OTHERS,b--c-routing software-Google,USD,Campaign paused,5.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +ROUTING +SOFTWARE,M7M2-OTHERS,b--c-routing software-Google,USD,Campaign paused,5.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +ROUTING +SOFTWARE,M7M2-OTHERS,b--c-routing software-Google,USD,Campaign paused,5.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +ROUTING +SOFTWARE,M7M2-OTHERS,b--c-routing software-Google,USD,Campaign paused,5.30,65,50.00%,19.05%,< 10%,14.05,3,0.00,11.57%,Broad match, --,> 90%
Other,Enabled, +ROUTING +SOFTWARE,M7M2-OTHERS,b--c-routing software-Google,USD,Campaign paused,5.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--m-trailer tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--m-trailer tracking device-Google,USD,Campaign paused,33.30,51,86.27%,85.00%,83.02%,130.53,6,0.00,54.72%,Exact match, --,16.98%
Computers,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--m-trailer tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--m-trailer tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TRAILER TRACKING DEVICE],M7M2-OTHERS,e--m-trailer tracking device-Google,USD,Campaign paused,33.30,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TELEMATICS],M7M2-OTHERS,e--c-telematics-Google,USD,Campaign paused,9.70,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TELEMATICS],M7M2-OTHERS,e--c-telematics-Google,USD,Campaign paused,9.70,63,58.73%,19.15%,11.25%,9.64,1,0.00,< 10%,Exact match, --,88.75%
Tablets,Enabled,[TELEMATICS],M7M2-OTHERS,e--c-telematics-Google,USD,Campaign paused,9.70,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TELEMATICS],M7M2-OTHERS,e--c-telematics-Google,USD,Campaign paused,9.70,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TELEMATICS],M7M2-OTHERS,e--c-telematics-Google,USD,Campaign paused,9.70,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--m-trailer gps-Google,USD,Campaign paused,6.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--m-trailer gps-Google,USD,Campaign paused,6.80,71,75.71%,60.34%,49.07%,13.44,4,0.00,35.64%,Broad match, --,50.93%
Computers,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--m-trailer gps-Google,USD,Campaign paused,6.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--m-trailer gps-Google,USD,Campaign paused,6.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRAILER +GPS,M7M2-OTHERS,b--m-trailer gps-Google,USD,Campaign paused,6.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--c-dispatch software-Google,USD,Campaign paused,22.89,133,62.41%,58.33%,36.40%,22.72,1,0.00,25.28%,Broad match, --,63.60%
Mobile phones,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--c-dispatch software-Google,USD,Campaign paused,22.89,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--c-dispatch software-Google,USD,Campaign paused,22.89,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--c-dispatch software-Google,USD,Campaign paused,22.89,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +DISPATCH +SOFTWARE,M7M2-OTHERS,b--c-dispatch software-Google,USD,Campaign paused,22.89,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRAILER +MONITORING +SYSTEM,M7M2-OTHERS,b--c-trailer monitoring system-Google,USD,Campaign paused,10.50,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TRAILER +MONITORING +SYSTEM,M7M2-OTHERS,b--c-trailer monitoring system-Google,USD,Campaign paused,10.50,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRAILER +MONITORING +SYSTEM,M7M2-OTHERS,b--c-trailer monitoring system-Google,USD,Campaign paused,10.50,67,85.07%,85.90%,73.08%,59.96,10,0.00,83.58%,Broad match, --,26.92%
Tablets,Enabled, +TRAILER +MONITORING +SYSTEM,M7M2-OTHERS,b--c-trailer monitoring system-Google,USD,Campaign paused,10.50,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRAILER +MONITORING +SYSTEM,M7M2-OTHERS,b--c-trailer monitoring system-Google,USD,Campaign paused,10.50,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled,"""TRAILER TRACKER""",M7M2-OTHERS,p--c-trailer tracker-Google,USD,Campaign paused,18.00,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TRAILER TRACKER""",M7M2-OTHERS,p--c-trailer tracker-Google,USD,Campaign paused,18.00,87,78.16%,79.09%,64.15%,32.07,2,0.00,39.46%,Phrase match, --,35.85%
Tablets,Enabled,"""TRAILER TRACKER""",M7M2-OTHERS,p--c-trailer tracker-Google,USD,Campaign paused,18.00,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TRAILER TRACKER""",M7M2-OTHERS,p--c-trailer tracker-Google,USD,Campaign paused,18.00,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""TRAILER TRACKER""",M7M2-OTHERS,p--c-trailer tracker-Google,USD,Campaign paused,18.00,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled, +VAN +TRACKER +SYSTEM,M7M2-OTHERS,b--m-van tracker system-Google,USD,Campaign paused,21.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +VAN +TRACKER +SYSTEM,M7M2-OTHERS,b--m-van tracker system-Google,USD,Campaign paused,21.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +VAN +TRACKER +SYSTEM,M7M2-OTHERS,b--m-van tracker system-Google,USD,Campaign paused,21.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +VAN +TRACKER +SYSTEM,M7M2-OTHERS,b--m-van tracker system-Google,USD,Campaign paused,21.70,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +VAN +TRACKER +SYSTEM,M7M2-OTHERS,b--m-van tracker system-Google,USD,Campaign paused,21.70,2,100.00%,50.00%,50.00%,2.21,1,0.00,86.35%,Broad match, --,50.00%
Tablets,Enabled, +TRAILER +TRACKING +DEVICE,M7M2-OTHERS,b--m-trailer tracking device-Google,USD,Campaign paused,25.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRAILER +TRACKING +DEVICE,M7M2-OTHERS,b--m-trailer tracking device-Google,USD,Campaign paused,25.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRAILER +TRACKING +DEVICE,M7M2-OTHERS,b--m-trailer tracking device-Google,USD,Campaign paused,25.20,13,92.31%,86.67%,92.31%,8.07,1,0.00,50.93%,Broad match, --,7.69%
Other,Enabled, +TRAILER +TRACKING +DEVICE,M7M2-OTHERS,b--m-trailer tracking device-Google,USD,Campaign paused,25.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRAILER +TRACKING +DEVICE,M7M2-OTHERS,b--m-trailer tracking device-Google,USD,Campaign paused,25.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled,[DISPATCH SOFTWARE],M7M2-OTHERS,e--c-dispatch software-Google,USD,Campaign paused,26.68,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[DISPATCH SOFTWARE],M7M2-OTHERS,e--c-dispatch software-Google,USD,Campaign paused,26.68,28,85.71%,68.29%,58.54%,22.50,1,0.00,26.05%,Exact match, --,41.46%
TV screens,Enabled,[DISPATCH SOFTWARE],M7M2-OTHERS,e--c-dispatch software-Google,USD,Campaign paused,26.68,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[DISPATCH SOFTWARE],M7M2-OTHERS,e--c-dispatch software-Google,USD,Campaign paused,26.68,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[GPS FLEET TRACKING],M7M2-Fleet Size Booster,e--c-gps fleet tracking-Google,USD,Eligible, --,177,67.80%,37.90%,26.55%,481.63,9,2.00,12.34%,Exact match, --,34.29%
TV screens,Enabled,[GPS FLEET TRACKING],M7M2-Fleet Size Booster,e--c-gps fleet tracking-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[GPS FLEET TRACKING],M7M2-Fleet Size Booster,e--c-gps fleet tracking-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[GPS FLEET TRACKING],M7M2-Fleet Size Booster,e--c-gps fleet tracking-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[GPS FLEET TRACKING],M7M2-Fleet Size Booster,e--c-gps fleet tracking-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled, +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--m-equipment tracker-Google,USD,Ad group paused, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--m-equipment tracker-Google,USD,Ad group paused, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--m-equipment tracker-Google,USD,Ad group paused, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--m-equipment tracker-Google,USD,Ad group paused, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--m-equipment tracker-Google,USD,Ad group paused, --,121,86.78%,61.11%,58.01%,117.08,11,0.00,34.32%,Broad match, --,2.21%
Other,Enabled, +TRUCKER +DASH +CAMERA,M7M2-Fleet Size Booster,b--c-trucker dash camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TRUCKER +DASH +CAMERA,M7M2-Fleet Size Booster,b--c-trucker dash camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TRUCKER +DASH +CAMERA,M7M2-Fleet Size Booster,b--c-trucker dash camera-Google,USD,Eligible, --,63,87.30%,68.48%,63.22%,60.31,3,0.00,50.34%,Broad match, --,16.09%
Tablets,Enabled, +TRUCKER +DASH +CAMERA,M7M2-Fleet Size Booster,b--c-trucker dash camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TRUCKER +DASH +CAMERA,M7M2-Fleet Size Booster,b--c-trucker dash camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled,"""OMNITRACS""",M7M2-Fleet Size Booster,p--c-omnitracs-Google,USD,Rarely shown (low Quality Score), --,"1,080",88.39%,35.74%,32.56%,264.83,31,1.00,17.79%,Phrase match, --,25.84%
Tablets,Enabled,"""OMNITRACS""",M7M2-Fleet Size Booster,p--c-omnitracs-Google,USD,Rarely shown (low Quality Score), --,24,83.33%,17.27%,14.39%,0.00,0,0.00, --,Phrase match, --,51.08%
TV screens,Enabled,"""OMNITRACS""",M7M2-Fleet Size Booster,p--c-omnitracs-Google,USD,Rarely shown (low Quality Score), --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""OMNITRACS""",M7M2-Fleet Size Booster,p--c-omnitracs-Google,USD,Rarely shown (low Quality Score), --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""OMNITRACS""",M7M2-Fleet Size Booster,p--c-omnitracs-Google,USD,Rarely shown (low Quality Score), --,397,79.85%,14.17%,11.34%,121.53,9,1.00,< 10%,Phrase match, --,48.03%
Other,Enabled,[FLEET DASH CAM],M7M2-Fleet Size Booster,e--c-fleet dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[FLEET DASH CAM],M7M2-Fleet Size Booster,e--c-fleet dash cam-Google,USD,Eligible, --,61,91.80%,66.30%,60.22%,304.80,7,3.00,40.77%,Exact match, --,16.13%
Mobile phones,Enabled,[FLEET DASH CAM],M7M2-Fleet Size Booster,e--c-fleet dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[FLEET DASH CAM],M7M2-Fleet Size Booster,e--c-fleet dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[FLEET DASH CAM],M7M2-Fleet Size Booster,e--c-fleet dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled, +FLEET +ROUTING,M7M2-Fleet Size Booster,b--c-fleet routing-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +FLEET +ROUTING,M7M2-Fleet Size Booster,b--c-fleet routing-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +FLEET +ROUTING,M7M2-Fleet Size Booster,b--c-fleet routing-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +FLEET +ROUTING,M7M2-Fleet Size Booster,b--c-fleet routing-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +FLEET +ROUTING,M7M2-Fleet Size Booster,b--c-fleet routing-Google,USD,Eligible, --,26,73.08%,46.43%,33.93%,164.22,3,1.00,27.83%,Broad match, --,39.29%
TV screens,Enabled, +DASHBOARD +CAMERA,M7M2-Fleet Size Booster,b--c-dashboard camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +DASHBOARD +CAMERA,M7M2-Fleet Size Booster,b--c-dashboard camera-Google,USD,Eligible, --,"19,609",84.03%,58.18%,51.56%,7474.48,559,24.00,36.95%,Broad match, --,10.15%
Mobile phones,Enabled, +DASHBOARD +CAMERA,M7M2-Fleet Size Booster,b--c-dashboard camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +DASHBOARD +CAMERA,M7M2-Fleet Size Booster,b--c-dashboard camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +DASHBOARD +CAMERA,M7M2-Fleet Size Booster,b--c-dashboard camera-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +DRIVER +TRACKER,M7M2-Fleet Size Booster,b--c-driver tracker-Google,USD,Eligible, --,555,87.57%,44.65%,39.26%,321.77,28,1.00,42.68%,Broad match, --,24.80%
Tablets,Enabled, +DRIVER +TRACKER,M7M2-Fleet Size Booster,b--c-driver tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +DRIVER +TRACKER,M7M2-Fleet Size Booster,b--c-driver tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +DRIVER +TRACKER,M7M2-Fleet Size Booster,b--c-driver tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +DRIVER +TRACKER,M7M2-Fleet Size Booster,b--c-driver tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled,[DRIVER MONITORING SYSTEM],M7M2-Fleet Size Booster,e--m-driver monitoring system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[DRIVER MONITORING SYSTEM],M7M2-Fleet Size Booster,e--m-driver monitoring system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[DRIVER MONITORING SYSTEM],M7M2-Fleet Size Booster,e--m-driver monitoring system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[DRIVER MONITORING SYSTEM],M7M2-Fleet Size Booster,e--m-driver monitoring system-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[DRIVER MONITORING SYSTEM],M7M2-Fleet Size Booster,e--m-driver monitoring system-Google,USD,Eligible, --,24,91.67%,96.00%,95.65%,17.11,3,0.00,70.67%,Exact match, --,0.00%
Computers,Enabled,"""TRUCKER DASH CAM""",M7M2-Fleet Size Booster,p--c-trucker dash cam-Google,USD,Eligible, --,99,85.86%,83.90%,84.16%,116.14,5,1.00,46.00%,Phrase match, --,3.96%
Mobile phones,Enabled,"""TRUCKER DASH CAM""",M7M2-Fleet Size Booster,p--c-trucker dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""TRUCKER DASH CAM""",M7M2-Fleet Size Booster,p--c-trucker dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Tablets,Enabled,"""TRUCKER DASH CAM""",M7M2-Fleet Size Booster,p--c-trucker dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TRUCKER DASH CAM""",M7M2-Fleet Size Booster,p--c-trucker dash cam-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled, +GPS +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--c-gps equipment tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +GPS +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--c-gps equipment tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +GPS +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--c-gps equipment tracker-Google,USD,Eligible, --,"2,250",83.82%,68.39%,60.66%,741.31,62,0.00,23.47%,Broad match, --,5.56%
Tablets,Enabled, +GPS +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--c-gps equipment tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +GPS +EQUIPMENT +TRACKER,M7M2-Fleet Size Booster,b--c-gps equipment tracker-Google,USD,Eligible, --,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
